"nr","year","agric","black","bus","construc","ent","exper","fin","hisp","poorhlth","hours","manuf","married","min","nrthcen","nrtheast","occ1","occ2","occ3","occ4","occ5","occ6","occ7","occ8","occ9","per","pro","pub","rur","south","educ","tra","trad","union","lwage","d81","d82","d83","d84","d85","d86","d87","expersq"
4128,1981,0,0,0,0,0,5,0,0,0,2600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,1,0.984668016433716,1,0,0,0,0,0,0,25
4128,1982,0,0,0,1,0,6,0,0,0,2207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,1,1.24213743209839,0,1,0,0,0,0,0,36
4128,1983,0,0,0,1,0,7,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,1,1.78483355045319,0,0,1,0,0,0,0,49
4128,1984,0,0,0,1,0,8,0,0,0,1900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,1.83368504047394,0,0,0,1,0,0,0,64
4128,1985,0,0,0,1,0,9,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1.51705408096313,0,0,0,0,1,0,0,81
4128,1986,0,0,0,1,0,10,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,1,1.6281111240387,0,0,0,0,0,1,0,100
4128,1987,0,0,0,1,0,11,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,1,1.42662632465363,0,0,0,0,0,0,1,121
4159,1980,0,0,0,0,0,2,0,0,0,2308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.68045830726624,0,0,0,0,0,0,0,4
4159,1981,0,0,0,0,0,3,0,0,0,1280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.29000639915466,1,0,0,0,0,0,0,9
4159,1982,0,0,1,0,0,4,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,1,2.02857947349548,0,1,0,0,0,0,0,16
4159,1983,0,0,0,0,0,5,0,0,0,2515,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.7586487531662,0,0,1,0,0,0,0,25
4159,1984,0,0,0,0,0,6,0,0,0,2170,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0,1,2.00309252738953,0,0,0,1,0,0,0,36
4159,1985,0,0,0,0,0,7,0,0,0,2165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,1.47459483146667,0,0,0,0,1,0,0,49
4159,1986,0,0,0,0,0,8,0,0,0,2080,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,2.35203003883362,0,0,0,0,0,1,0,64
4159,1987,0,0,1,0,0,9,0,0,0,2860,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.3884744644165,0,0,0,0,0,0,1,81
4204,1980,0,1,0,0,0,4,0,0,0,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11,0,0,1,1.19579517841339,0,0,0,0,0,0,0,16
4204,1981,0,1,0,0,0,5,0,0,0,1978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,1,0,0,1.39735531806946,1,0,0,0,0,0,0,25
4204,1982,0,1,0,0,0,6,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,1,0,1.51789450645447,0,1,0,0,0,0,0,36
4204,1983,0,1,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,1,0,1.7860347032547,0,0,1,0,0,0,0,49
4204,1984,0,1,0,0,0,8,0,0,0,2300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,1,0,1.25176346302032,0,0,0,1,0,0,0,64
4204,1985,0,1,0,0,0,9,0,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,1,0,0,1.30622708797455,0,0,0,0,1,0,0,81
4204,1986,0,1,0,0,0,10,0,0,0,2490,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,1,0,1.44819641113281,0,0,0,0,0,1,0,100
4204,1987,0,1,0,0,0,11,0,0,0,2440,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,1,1,1.3649765253067,0,0,0,0,0,0,1,121
4229,1980,0,0,0,0,0,2,0,0,1,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.45948350429535,0,0,0,0,0,0,0,4
4229,1981,0,0,0,0,0,3,0,0,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.59290862083435,1,0,0,0,0,0,0,9
4229,1982,0,0,0,0,0,4,0,0,0,2600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.39836692810059,0,1,0,0,0,0,0,16
4229,1983,0,0,0,0,0,5,0,0,0,2600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.82072031497955,0,0,1,0,0,0,0,25
4229,1984,0,0,0,0,0,6,0,0,0,2600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.68254637718201,0,0,0,1,0,0,0,36
4229,1985,0,0,0,0,0,7,0,0,0,2846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.5577757358551,0,0,0,0,1,0,0,49
4229,1986,0,0,0,0,0,8,0,0,0,3120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.34042906761169,0,0,0,0,0,1,0,64
4229,1987,0,0,0,0,0,9,0,0,0,3228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.21027493476868,0,0,0,0,0,0,1,81
4258,1980,0,0,0,0,0,2,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,1,1,2.11740446090698,0,0,0,0,0,0,0,4
4258,1981,0,0,0,0,0,3,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,1,1,2.26719260215759,1,0,0,0,0,0,0,9
4258,1982,0,0,0,0,0,4,0,0,0,1940,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1.99129498004913,0,1,0,0,0,0,0,16
4258,1983,0,0,0,0,0,5,0,0,0,2056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,1,2.1405622959137,0,0,1,0,0,0,0,25
4258,1984,0,0,0,0,0,6,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,1,2.16805410385132,0,0,0,1,0,0,0,36
4258,1985,0,0,0,0,0,7,0,0,0,2046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,1,1.93659365177155,0,0,0,0,1,0,0,49
4258,1986,0,0,0,0,0,8,0,0,0,2805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,1,1,1.60100924968719,0,0,0,0,0,1,0,64
4258,1987,0,0,0,0,0,9,0,0,0,2416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1.71133351325989,0,0,0,0,0,0,1,81
4261,1980,0,0,0,1,0,9,0,0,0,1940,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1.85415172576904,0,0,0,0,0,0,0,81
4261,1981,0,0,0,1,0,10,0,0,0,2105,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1.80512964725494,1,0,0,0,0,0,0,100
4261,1982,0,0,1,0,0,11,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1.87282490730286,0,1,0,0,0,0,0,121
4261,1983,0,0,0,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,1,0,1.97811245918274,0,0,1,0,0,0,0,144
4261,1984,0,0,0,0,0,13,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,1,1,1.9994078874588,0,0,0,1,0,0,0,169
4261,1985,0,0,0,1,0,14,0,0,0,2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,2.18874645233154,0,0,0,0,1,0,0,196
4261,1986,0,0,0,1,0,15,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,2.07439827919006,0,0,0,0,0,1,0,225
4261,1987,0,0,1,0,0,16,0,0,0,990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1.50488483905792,0,0,0,0,0,0,1,256
4264,1980,0,0,0,0,0,4,0,1,0,2200,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1.22939121723175,0,0,0,0,0,0,0,16
4264,1981,0,0,0,0,0,5,0,1,0,2518,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,1,0,1.41834092140198,1,0,0,0,0,0,0,25
4264,1982,0,0,0,0,0,6,0,1,0,2578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1.07039225101471,0,1,0,0,0,0,0,36
4264,1983,0,0,0,0,0,7,0,1,0,2570,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,1,0,0.820724904537201,0,0,1,0,0,0,0,49
4264,1984,0,0,0,0,0,8,0,1,0,2640,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.23649597167969,0,0,0,1,0,0,0,64
4264,1985,0,0,0,0,0,9,0,1,0,2600,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,1,0,1.29150378704071,0,0,0,0,1,0,0,81
4264,1986,0,0,0,0,0,10,0,1,0,2600,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,1,0,1.360231757164,0,0,0,0,0,1,0,100
4264,1987,0,0,0,0,0,11,0,1,0,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.03467082977295,0,0,0,0,0,0,1,121
4278,1980,0,0,0,1,0,3,0,0,0,2525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.80224776268005,0,0,0,0,0,0,0,9
4278,1981,0,0,0,1,0,4,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.78532862663269,1,0,0,0,0,0,0,16
4278,1982,0,0,0,1,0,5,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.81566655635834,0,1,0,0,0,0,0,25
4278,1983,0,0,0,1,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.87598299980164,0,0,1,0,0,0,0,36
4278,1984,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.8003294467926,0,0,0,1,0,0,0,49
4278,1985,0,0,0,1,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.82002902030945,0,0,0,0,1,0,0,64
4278,1986,0,0,0,1,0,9,0,0,0,2120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.47553157806396,0,0,0,0,0,1,0,81
4278,1987,0,0,0,0,0,10,0,0,0,2600,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.80021619796753,0,0,0,0,0,0,1,100
4297,1980,0,0,0,0,0,2,0,0,0,1605,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,2.11270880699158,0,0,0,0,0,0,0,4
4297,1981,0,0,0,0,0,3,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,1,0,2.2292537689209,1,0,0,0,0,0,0,9
4297,1982,0,0,0,0,0,4,0,0,0,2920,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.53360915184021,0,1,0,0,0,0,0,16
4297,1983,0,0,0,0,0,5,0,0,0,3120,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.63839876651764,0,0,1,0,0,0,0,25
4297,1984,0,0,0,0,0,6,0,0,0,3069,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.69902765750885,0,0,0,1,0,0,0,36
4297,1985,0,0,0,0,0,7,0,0,0,3284,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.61756885051727,0,0,0,0,1,0,0,49
4297,1986,0,0,0,0,0,8,0,0,0,3565,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.63091230392456,0,0,0,0,0,1,0,64
4297,1987,0,0,0,0,0,9,0,0,0,3475,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.70452725887299,0,0,0,0,0,0,1,81
4302,1980,0,0,0,0,0,2,0,0,0,765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,1,0,1.06195259094238,0,0,0,0,0,0,0,4
4302,1981,0,0,0,0,0,3,0,0,0,955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,1.01682281494141,1,0,0,0,0,0,0,9
4302,1982,0,0,0,0,0,4,0,0,0,650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,1,0,1.24421620368958,0,1,0,0,0,0,0,16
4302,1983,0,0,0,0,0,5,0,0,0,680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,1.16946399211884,0,0,1,0,0,0,0,25
4302,1984,0,0,0,0,0,6,0,0,0,1620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,1,0,1.10580956935883,0,0,0,1,0,0,0,36
4302,1985,0,0,0,0,0,7,0,0,0,1250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,0,1,0,0.63757735490799,0,0,0,0,1,0,0,49
4302,1986,0,0,0,0,0,8,0,0,0,1800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11,0,1,0,0.609541594982147,0,0,0,0,0,1,0,64
4302,1987,0,0,0,0,0,9,0,0,0,2245,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,11,0,0,0,1.7157484292984,0,0,0,0,0,0,1,81
4321,1980,0,0,0,0,0,1,0,1,0,1820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,1.72129285335541,0,0,0,0,0,0,0,1
4321,1981,0,0,0,0,0,2,0,1,0,1985,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1.98160934448242,1,0,0,0,0,0,0,4
4321,1982,0,0,0,0,0,3,0,1,0,3140,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,1.20965564250946,0,1,0,0,0,0,0,9
4321,1983,0,0,0,0,0,4,0,1,0,2600,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,1.46728682518005,0,0,1,0,0,0,0,16
4321,1984,0,0,0,0,0,5,0,1,0,2080,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,1.79754781723022,0,0,0,1,0,0,0,25
4321,1985,0,0,0,0,0,6,0,1,0,2040,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,1,2.15310454368591,0,0,0,0,1,0,0,36
4321,1986,0,0,0,0,0,7,0,1,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,1,1.99101662635803,0,0,0,0,0,1,0,49
4321,1987,0,0,0,0,0,8,0,1,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,1,2.18385243415833,0,0,0,0,0,0,1,64
4328,1980,0,0,1,0,0,4,0,0,0,1860,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.74211251735687,0,0,0,0,0,0,0,16
4328,1981,0,0,0,0,0,5,0,0,0,1683,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,1.36041271686554,1,0,0,0,0,0,0,25
4328,1982,0,0,0,0,0,6,0,0,0,2070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,1.28985750675201,0,1,0,0,0,0,0,36
4328,1983,0,0,0,0,1,7,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1.22494721412659,0,0,1,0,0,0,0,49
4328,1984,0,0,0,0,1,8,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1.21254277229309,0,0,0,1,0,0,0,64
4328,1985,0,0,0,0,1,9,0,0,0,2392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1.13372337818146,0,0,0,0,1,0,0,81
4328,1986,0,0,0,0,1,10,0,0,0,2394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1.11282002925873,0,0,0,0,0,1,0,100
4328,1987,0,0,0,0,1,11,0,0,0,2317,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1.31134080886841,0,0,0,0,0,0,1,121
4332,1980,0,0,0,0,0,2,0,0,0,501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0.406412601470947,0,0,0,0,0,0,0,4
4332,1981,0,0,0,0,0,3,0,0,0,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0.0408219955861568,1,0,0,0,0,0,0,9
4332,1982,0,0,0,0,0,4,0,0,0,893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0.99114054441452,0,1,0,0,0,0,0,16
4332,1983,0,0,0,0,0,5,0,0,0,2186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0.512553811073303,0,0,1,0,0,0,0,25
4332,1984,0,0,0,0,1,6,0,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0.731779932975769,0,0,0,1,0,0,0,36
4332,1985,0,0,0,0,0,7,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,1.20763969421387,0,0,0,0,1,0,0,49
4332,1986,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,1.34042906761169,0,0,0,0,0,1,0,64
4332,1987,0,0,0,0,0,9,0,0,0,2150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.3484058380127,0,0,0,0,0,0,1,81
4335,1980,0,0,0,0,0,3,0,0,0,2080,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.54330968856812,0,0,0,0,0,0,0,9
4335,1981,0,0,0,0,0,4,0,0,0,2080,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1.6835458278656,1,0,0,0,0,0,0,16
4335,1982,0,0,0,0,0,5,0,0,0,1800,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.47945666313171,0,1,0,0,0,0,0,25
4335,1983,0,0,0,0,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,1.15004599094391,0,0,1,0,0,0,0,36
4335,1984,0,0,0,0,0,7,0,0,0,2120,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1.14220130443573,0,0,0,1,0,0,0,49
4335,1985,0,0,0,0,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,1.70880341529846,0,0,0,0,1,0,0,64
4335,1986,0,0,0,0,0,9,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,1.74589419364929,0,0,0,0,0,1,0,81
4335,1987,0,0,0,0,0,10,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,1.70692825317383,0,0,0,0,0,0,1,100
4357,1980,0,0,0,0,0,3,0,0,0,2080,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.14114665985107,0,0,0,0,0,0,0,9
4357,1981,0,0,0,0,0,4,0,0,0,1320,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,1,2.06417417526245,1,0,0,0,0,0,0,16
4357,1982,0,0,0,0,0,5,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,0,1.40725588798523,0,1,0,0,0,0,0,25
4357,1983,0,0,0,0,0,6,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,0,1.48651814460754,0,0,1,0,0,0,0,36
4357,1984,0,0,0,0,0,7,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,1.5126473903656,0,0,0,1,0,0,0,49
4357,1985,0,0,0,0,0,8,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,0,0,0,1.61643004417419,0,0,0,0,1,0,0,64
4357,1986,0,0,0,0,0,9,0,0,0,1760,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,1.73062670230865,0,0,0,0,0,1,0,81
4357,1987,0,0,0,0,0,10,0,0,0,1880,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,1.91338491439819,0,0,0,0,0,0,1,100
4365,1980,0,0,0,1,0,2,0,0,0,2750,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,-0.0352062545716763,0,0,0,0,0,0,0,4
4365,1981,0,0,0,1,0,3,0,0,0,2410,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0.283524066209793,1,0,0,0,0,0,0,9
4365,1982,0,0,0,0,0,4,0,0,0,1760,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,1.26347100734711,0,1,0,0,0,0,0,16
4365,1983,0,0,0,1,0,5,0,0,0,2794,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.54808676242828,0,0,1,0,0,0,0,25
4365,1984,0,0,0,0,0,6,0,0,0,984,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,2.0689971446991,0,0,0,1,0,0,0,36
4365,1985,0,0,0,0,0,7,0,0,0,1826,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,0,1.49073672294617,0,0,0,0,1,0,0,49
4365,1986,0,0,0,1,0,8,0,0,0,2020,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1.77516460418701,0,0,0,0,0,1,0,64
4365,1987,0,0,0,0,0,9,0,0,0,2480,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,1,0,0,1.12557244300842,0,0,0,0,0,0,1,81
4380,1980,0,0,0,1,0,4,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,1.8109050989151,0,0,0,0,0,0,0,16
4380,1981,0,0,0,1,0,5,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,1.95138967037201,1,0,0,0,0,0,0,25
4380,1982,0,0,0,1,0,6,0,0,0,2290,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,1.97731173038483,0,1,0,0,0,0,0,36
4380,1983,0,0,0,0,0,7,0,0,0,2466,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,2.11479640007019,0,0,1,0,0,0,0,49
4380,1984,0,0,0,0,0,8,0,0,0,2176,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,1,2.19704174995422,0,0,0,1,0,0,0,64
4380,1985,0,0,0,1,0,9,0,0,0,2100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,2.1982250213623,0,0,0,0,1,0,0,81
4380,1986,0,0,0,0,0,10,0,0,0,2860,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1.93826615810394,0,0,0,0,0,1,0,100
4380,1987,0,0,0,1,0,11,0,0,0,2780,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1.9604606628418,0,0,0,0,0,0,1,121
4394,1980,0,0,0,0,0,2,0,0,0,2080,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.63032114505768,0,0,0,0,0,0,0,4
4394,1981,0,0,0,0,0,3,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,2.0890109539032,1,0,0,0,0,0,0,9
4394,1982,0,0,0,0,0,4,0,0,0,2305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2.01523470878601,0,1,0,0,0,0,0,16
4394,1983,0,0,0,0,0,5,0,0,0,2100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,2.03429436683655,0,0,1,0,0,0,0,25
4394,1984,0,0,0,0,0,6,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,2.0880115032196,0,0,0,1,0,0,0,36
4394,1985,0,0,0,0,0,7,0,0,0,560,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.79721426963806,0,0,0,0,1,0,0,49
4394,1986,0,0,1,0,0,8,0,0,0,1300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,2.3212583065033,0,0,0,0,0,1,0,64
